experiment_id,site_id,pond_id,strain_id,date,afdw_g_l,source_target_rows,duration_days,depth_cm,nitrate_mg_l,ammonium_mg_l,phosphorus_mg_l,sensor_ph,water_temp_avg_c,water_temp_max_c,water_temp_min_c,conductivity_reported_ms_cm,do_mg_l,do_pct_sat,salinity_g_l,par_umol_m2_s,instrument_join,air_temp_c,relative_humidity_pct,global_light_w_m2,wind_km_h,precipitation_cm,weather_join,day_of_year_sin,day_of_year_cos
MAR122015,CP,P2,LRB-AZ-1201,2015-03-13,0.28,1,8.94,24.5,42.92,,1.39,7.96,16.96,22.6,12.0,2225.18,10.28,107.68,1.13,0.0,both,22.14,43.5,222.67,8.14,0.0,both,0.945320046913132,0.3261441535642696
MAR122015,CP,P3,LRB-AZ-1201,2015-03-13,0.28,1,8.94,24.5,42.49,,1.7,7.96,16.96,22.6,12.0,2225.18,10.28,107.68,1.13,,both,22.14,43.5,222.67,8.14,0.0,both,0.945320046913132,0.3261441535642696
MAR122015,CP,P4,LRB-AZ-1201,2015-03-13,0.26,1,8.94,24.5,42.29,,1.49,7.93,17.04,22.8,12.0,2266.59,10.92,114.81,1.2,,both,22.14,43.5,222.67,8.14,0.0,both,0.945320046913132,0.3261441535642696
MAR122015,CP,P5,LRB-AZ-1201,2015-03-13,0.27,1,8.94,24.4,42.82,,1.69,7.97,16.94,22.7,11.9,1938.23,10.73,112.36,0.99,,both,22.14,43.5,222.67,8.14,0.0,both,0.945320046913132,0.3261441535642696
MAR122015,CP,P6,LRB-AZ-1201,2015-03-13,0.25,1,8.94,24.4,44.05,,1.65,7.92,,,,1562.35,3.26,45.56,0.8,,both,22.14,43.5,222.67,8.14,0.0,both,0.945320046913132,0.3261441535642696
MAR122015,FA,P1,LRB-AZ-1201,2015-03-13,0.03,1,0.0,25.0,45.0,,,13.37,,,,695.81,1.04,28.0,0.2,129.93,both,23.89,77.26,237.06,4.79,0.1,both,0.945320046913132,0.3261441535642696
MAR122015,FA,P2,LRB-AZ-1201,2015-03-13,0.03,1,0.0,25.0,51.0,,,6.77,23.2,25.7,21.8,742.74,10.8,126.63,0.4,,both,23.89,77.26,237.06,4.79,0.1,both,0.945320046913132,0.3261441535642696
MAR122015,FA,P3,LRB-AZ-1201,2015-03-13,0.03,1,0.0,25.0,49.0,,,7.31,23.97,26.5,22.6,739.81,9.13,108.77,0.4,,both,23.89,77.26,237.06,4.79,0.1,both,0.945320046913132,0.3261441535642696
MAR122015,FA,P4,LRB-AZ-1201,2015-03-13,0.03,1,0.0,25.0,53.0,,,7.52,24.39,27.1,22.4,722.41,8.91,106.79,0.38,,both,23.89,77.26,237.06,4.79,0.1,both,0.945320046913132,0.3261441535642696
MAR122015,FA,P5,LRB-AZ-1201,2015-03-13,0.03,1,0.0,25.0,54.0,,,6.8,23.55,26.2,21.8,711.22,10.65,125.68,0.38,,both,23.89,77.26,237.06,4.79,0.1,both,0.945320046913132,0.3261441535642696
MAR122015,FA,P6,LRB-AZ-1201,2015-03-13,0.03,1,0.0,25.0,51.0,,,7.49,,,,859.44,8.31,95.97,0.39,,both,23.89,77.26,237.06,4.79,0.1,both,0.945320046913132,0.3261441535642696
MAR122015,GT,P1,LRB-AZ-1201,2015-03-13,0.04,1,0.0,25.0,,,,6.76,9.18,9.8,8.3,1418.4,10.75,93.88,0.7,109.73,both,7.25,99.7,45.56,2.04,0.38,both,0.945320046913132,0.3261441535642696
MAR122015,GT,P2,LRB-AZ-1201,2015-03-13,0.04,1,0.0,25.0,,,,7.39,9.14,9.8,8.3,1237.61,11.03,96.17,0.6,,both,7.25,99.7,45.56,2.04,0.38,both,0.945320046913132,0.3261441535642696
MAR122015,GT,P3,LRB-AZ-1201,2015-03-13,0.04,1,0.0,25.0,,,,6.81,9.14,9.7,8.3,1661.51,10.79,94.25,0.8,,both,7.25,99.7,45.56,2.04,0.38,both,0.945320046913132,0.3261441535642696
MAR122015,GT,P4,LRB-AZ-1201,2015-03-13,0.04,1,0.0,25.0,,,,6.37,,,,1187.9,0.0,0.0,0.71,,both,7.25,99.7,45.56,2.04,0.38,both,0.945320046913132,0.3261441535642696
MAR122015,GT,P5,LRB-AZ-1201,2015-03-13,0.03,1,0.0,25.0,,,,4.41,,,,1326.75,14.73,113.31,0.68,,both,7.25,99.7,45.56,2.04,0.38,both,0.945320046913132,0.3261441535642696
MAR122015,GT,P6,LRB-AZ-1201,2015-03-13,0.04,1,0.0,25.0,,,,6.21,,,,1565.47,12.75,98.25,0.8,,both,7.25,99.7,45.56,2.04,0.38,both,0.945320046913132,0.3261441535642696
MAR122015,ASU,P1,LRB-AZ-1201,2015-03-14,0.1,1,1.72,24.5,64.8,,3.79,7.98,18.31,23.7,13.5,2183.55,11.64,125.55,1.1,,both,22.54,29.87,239.53,3.52,0.0,both,0.9507903724625832,0.3098349038318025
MAR122015,ASU,P2,LRB-AZ-1201,2015-03-14,0.09,1,1.72,23.8,61.5,,0.45,9.82,18.61,24.1,13.6,2172.65,9.46,102.23,1.1,,both,22.54,29.87,239.53,3.52,0.0,both,0.9507903724625832,0.3098349038318025
MAR122015,ASU,P3,LRB-AZ-1201,2015-03-14,0.07,1,1.72,24.0,61.23,,0.4,9.93,18.84,24.3,14.0,2190.99,10.63,115.67,1.1,,both,22.54,29.87,239.53,3.52,0.0,both,0.9507903724625832,0.3098349038318025
MAR122015,ASU,P4,LRB-AZ-1201,2015-03-14,0.08,1,1.72,24.0,60.0,,5.19,8.22,18.5,23.9,13.6,2194.5,10.75,116.54,1.1,,both,22.54,29.87,239.53,3.52,0.0,both,0.9507903724625832,0.3098349038318025
MAR122015,ASU,P5,LRB-AZ-1201,2015-03-14,0.09,1,1.72,24.0,56.9,,3.9,7.91,,,,2164.88,11.49,123.32,1.1,,both,22.54,29.87,239.53,3.52,0.0,both,0.9507903724625832,0.3098349038318025
MAR122015,ASU,P6,LRB-AZ-1201,2015-03-14,0.09,1,1.72,24.0,57.27,,4.04,8.94,18.51,24.0,13.5,2183.43,10.98,118.69,1.12,473.19,both,22.54,29.87,239.53,3.52,0.0,both,0.9507903724625832,0.3098349038318025
JAN292015,CELL,P1,LRB-AZ-1201,2015-03-16,0.22,1,26.85,20.25,28.06,,2.19,7.94,22.9,28.24,19.39,1746.34,9.19,108.6,0.88,,both,24.14,65.98,238.89,5.86,0.0,both,0.9608854255574977,0.27694620226893646
JAN292015,CELL,P3,LRB-AZ-1201,2015-03-16,0.25,1,26.85,20.25,23.24,,0.7,7.89,24.09,29.81,20.22,1836.95,10.56,127.58,0.93,440.19,both,24.14,65.98,238.89,5.86,0.0,both,0.9608854255574977,0.27694620226893646
JAN292015,CELL,P4,LRB-AZ-1201,2015-03-16,0.29,1,26.85,22.0,23.41,,0.63,7.85,23.37,28.95,19.78,1688.07,9.14,109.74,0.85,,both,24.14,65.98,238.89,5.86,0.0,both,0.9608854255574977,0.27694620226893646
JAN292015,CELL,P6,LRB-AZ-1201,2015-03-16,0.38,1,26.85,21.0,24.12,,0.66,7.9,22.93,27.83,19.88,2880.78,8.2,97.73,1.5,,both,24.14,65.98,238.89,5.86,0.0,both,0.9608854255574977,0.27694620226893646
MAR122015,ASU,P1,LRB-AZ-1201,2015-03-16,0.17,1,3.73,23.0,52.07,,2.94,7.98,18.14,25.1,11.5,2268.25,11.81,127.22,1.16,,both,23.57,24.14,260.78,3.43,0.0,both,0.9608854255574977,0.27694620226893646
MAR122015,ASU,P2,LRB-AZ-1201,2015-03-16,0.13,1,3.73,23.0,56.53,,0.14,10.23,18.39,25.4,11.6,2242.71,9.55,102.86,1.16,,both,23.57,24.14,260.78,3.43,0.0,both,0.9608854255574977,0.27694620226893646
MAR122015,ASU,P3,LRB-AZ-1201,2015-03-16,0.13,1,3.73,22.75,54.97,,0.07,9.48,18.63,25.4,11.9,2250.65,10.38,112.56,1.17,,both,23.57,24.14,260.78,3.43,0.0,both,0.9608854255574977,0.27694620226893646
MAR122015,ASU,P4,LRB-AZ-1201,2015-03-16,0.18,1,3.73,23.25,49.47,,4.17,8.21,18.22,25.1,11.6,2286.77,10.87,117.41,1.19,,both,23.57,24.14,260.78,3.43,0.0,both,0.9608854255574977,0.27694620226893646
MAR122015,ASU,P5,LRB-AZ-1201,2015-03-16,0.18,1,3.73,23.25,46.9,,3.01,7.94,,,,2256.81,11.54,123.22,1.17,,both,23.57,24.14,260.78,3.43,0.0,both,0.9608854255574977,0.27694620226893646
MAR122015,ASU,P6,LRB-AZ-1201,2015-03-16,0.15,1,3.73,23.0,50.7,,0.24,9.18,18.31,25.2,11.6,2182.53,10.22,110.14,1.12,532.36,both,23.57,24.14,260.78,3.43,0.0,both,0.9608854255574977,0.27694620226893646
MAR122015,CP,P1,LRB-AZ-1201,2015-03-16,0.13,1,11.94,23.6,53.21,,2.88,7.97,15.91,21.3,11.3,2227.39,7.52,76.21,1.13,,both,17.86,57.33,207.17,3.94,0.0,both,0.9608854255574977,0.27694620226893646
MAR122015,CP,P2,LRB-AZ-1201,2015-03-16,0.17,1,11.94,23.5,46.22,,1.34,7.97,15.82,21.2,11.2,2335.72,7.39,74.89,1.2,0.0,both,17.86,57.33,207.17,3.94,0.0,both,0.9608854255574977,0.27694620226893646
MAR122015,CP,P3,LRB-AZ-1201,2015-03-16,0.11,1,11.94,23.4,52.21,,2.9,7.97,15.82,21.2,11.2,2335.72,7.39,74.89,1.2,,both,17.86,57.33,207.17,3.94,0.0,both,0.9608854255574977,0.27694620226893646
MAR122015,CP,P4,LRB-AZ-1201,2015-03-16,0.14,1,11.94,23.4,47.74,,1.77,7.83,16.02,21.5,11.3,2390.62,2.84,29.14,1.23,,both,17.86,57.33,207.17,3.94,0.0,both,0.9608854255574977,0.27694620226893646
MAR122015,CP,P5,LRB-AZ-1201,2015-03-16,0.13,1,11.94,23.6,51.12,,2.52,7.97,15.88,21.2,11.2,1854.32,7.38,74.83,0.94,,both,17.86,57.33,207.17,3.94,0.0,both,0.9608854255574977,0.27694620226893646
MAR122015,CP,P6,LRB-AZ-1201,2015-03-16,0.11,1,11.94,23.4,53.0,,3.31,7.87,,,,1611.37,2.74,40.26,0.8,,both,17.86,57.33,207.17,3.94,0.0,both,0.9608854255574977,0.27694620226893646
MAR122015,FA,P1,LRB-AZ-1201,2015-03-16,0.05,1,2.65,25.0,18.8,,,12.15,,,,698.07,1.01,27.67,0.2,78.49,both,23.54,75.81,237.17,0.38,0.0,both,0.9608854255574977,0.27694620226893646
MAR122015,FA,P2,LRB-AZ-1201,2015-03-16,0.11,1,2.65,25.0,25.4,,,7.32,22.68,26.9,21.2,744.64,11.13,129.38,0.4,,both,23.54,75.81,237.17,0.38,0.0,both,0.9608854255574977,0.27694620226893646
MAR122015,FA,P3,LRB-AZ-1201,2015-03-16,0.12,1,2.65,25.0,43.0,,,7.76,23.55,27.6,22.0,740.68,9.31,109.92,0.4,,both,23.54,75.81,237.17,0.38,0.0,both,0.9608854255574977,0.27694620226893646
MAR122015,FA,P4,LRB-AZ-1201,2015-03-16,0.12,1,2.65,25.0,10.4,,,7.87,23.37,27.1,21.9,749.76,10.86,128.21,0.4,,both,23.54,75.81,237.17,0.38,0.0,both,0.9608854255574977,0.27694620226893646
MAR122015,FA,P5,LRB-AZ-1201,2015-03-16,0.12,1,2.65,25.0,34.5,,,7.33,22.52,25.5,21.2,743.81,11.45,132.66,0.4,,both,23.54,75.81,237.17,0.38,0.0,both,0.9608854255574977,0.27694620226893646
MAR122015,FA,P6,LRB-AZ-1201,2015-03-16,0.13,1,2.65,25.0,37.0,,,7.89,,,,881.38,9.29,104.24,0.4,,both,23.54,75.81,237.17,0.38,0.0,both,0.9608854255574977,0.27694620226893646
MAR122015,GT,P1,LRB-AZ-1201,2015-03-16,0.07,1,2.76,24.1,,,,8.26,15.57,21.6,9.8,1412.37,9.94,100.19,0.7,435.75,both,18.89,29.93,252.27,10.01,0.0,both,0.9608854255574977,0.27694620226893646
MAR122015,GT,P2,LRB-AZ-1201,2015-03-16,0.07,1,2.76,25.4,,,,8.49,15.62,21.8,9.8,1244.43,11.31,114.79,0.6,,both,18.89,29.93,252.27,10.01,0.0,both,0.9608854255574977,0.27694620226893646
MAR122015,GT,P3,LRB-AZ-1201,2015-03-16,0.06,1,2.76,24.1,,,,8.06,15.56,21.6,9.8,1622.18,10.89,110.41,0.8,,both,18.89,29.93,252.27,10.01,0.0,both,0.9608854255574977,0.27694620226893646
MAR122015,GT,P4,LRB-AZ-1201,2015-03-16,0.06,1,2.76,25.4,,,,8.12,,,,1465.18,0.0,0.0,0.7,,both,18.89,29.93,252.27,10.01,0.0,both,0.9608854255574977,0.27694620226893646
MAR122015,GT,P5,LRB-AZ-1201,2015-03-16,0.06,1,2.76,24.1,,,,6.69,,,,1485.57,19.87,152.81,0.75,,both,18.89,29.93,252.27,10.01,0.0,both,0.9608854255574977,0.27694620226893646
MAR122015,GT,P6,LRB-AZ-1201,2015-03-16,0.07,1,2.76,24.1,,,,8.03,,,,1493.27,12.54,114.48,0.74,,both,18.89,29.93,252.27,10.01,0.0,both,0.9608854255574977,0.27694620226893646
JAN292015,CELL,P1,LRB-AZ-1201,2015-03-17,0.22,1,27.85,24.25,24.46,,1.92,7.92,19.01,20.73,17.88,1715.79,8.37,90.56,0.87,,both,20.71,72.87,20.3,2.84,0.0,both,0.9655071658143364,0.2603764827344581
JAN292015,CELL,P3,LRB-AZ-1201,2015-03-17,0.27,1,27.85,24.25,20.49,,0.32,7.82,19.65,21.58,18.54,1809.86,9.65,105.87,0.92,37.53,both,20.71,72.87,20.3,2.84,0.0,both,0.9655071658143364,0.2603764827344581
JAN292015,CELL,P4,LRB-AZ-1201,2015-03-17,0.3,1,27.85,24.0,16.13,,0.33,7.73,18.84,20.57,17.8,1667.31,6.61,71.33,0.85,,both,20.71,72.87,20.3,2.84,0.0,both,0.9655071658143364,0.2603764827344581
JAN292015,CELL,P6,LRB-AZ-1201,2015-03-17,0.37,1,27.85,24.25,21.46,,0.32,7.85,18.63,20.12,17.73,2848.86,6.34,68.37,1.49,,both,20.71,72.87,20.3,2.84,0.0,both,0.9655071658143364,0.2603764827344581
MAR122015,ASU,P1,LRB-AZ-1201,2015-03-18,0.26,1,5.75,24.0,49.4,,2.12,8.02,17.64,20.7,15.5,2271.4,10.91,115.89,1.2,,both,20.54,51.14,123.06,5.38,0.66,both,0.969843196967294,0.24372971360968387
MAR122015,ASU,P2,LRB-AZ-1201,2015-03-18,0.16,1,5.75,24.0,57.33,,3.1,8.52,17.86,21.0,15.7,2251.49,10.53,112.66,1.2,,both,20.54,51.14,123.06,5.38,0.66,both,0.969843196967294,0.24372971360968387
MAR122015,ASU,P3,LRB-AZ-1201,2015-03-18,0.18,1,5.75,24.0,53.57,,3.14,7.98,18.01,21.0,15.9,2291.02,11.29,121.09,1.2,,both,20.54,51.14,123.06,5.38,0.66,both,0.969843196967294,0.24372971360968387
MAR122015,ASU,P4,LRB-AZ-1201,2015-03-18,0.28,1,5.75,24.25,46.1,,3.02,8.26,17.76,20.9,15.6,2303.03,9.93,105.76,1.2,,both,20.54,51.14,123.06,5.38,0.66,both,0.969843196967294,0.24372971360968387
MAR122015,ASU,P5,LRB-AZ-1201,2015-03-18,0.27,1,5.75,24.0,45.37,,2.02,7.97,,,,2260.11,10.41,109.78,1.2,,both,20.54,51.14,123.06,5.38,0.66,both,0.969843196967294,0.24372971360968387
MAR122015,ASU,P6,LRB-AZ-1201,2015-03-18,0.21,1,5.75,24.0,52.4,,2.35,7.94,17.81,20.9,15.6,2212.23,10.99,117.25,1.13,251.76,both,20.54,51.14,123.06,5.38,0.66,both,0.969843196967294,0.24372971360968387
MAR122015,CP,P1,LRB-AZ-1201,2015-03-18,0.12,1,13.98,24.8,43.28,,3.02,2.56,15.12,20.5,11.3,2231.06,9.2,91.81,1.16,,both,16.39,63.08,247.21,7.11,0.0,both,0.969843196967294,0.24372971360968387
MAR122015,CP,P2,LRB-AZ-1201,2015-03-18,0.14,1,13.98,24.8,50.1,,2.21,2.65,14.93,20.4,11.3,2307.26,8.88,88.5,1.2,0.0,both,16.39,63.08,247.21,7.11,0.0,both,0.969843196967294,0.24372971360968387
MAR122015,CP,P3,LRB-AZ-1201,2015-03-18,0.1,1,13.98,24.8,47.94,,3.17,2.65,14.93,20.4,11.3,2307.26,8.88,88.5,1.2,,both,16.39,63.08,247.21,7.11,0.0,both,0.969843196967294,0.24372971360968387
MAR122015,CP,P4,LRB-AZ-1201,2015-03-18,0.11,1,13.98,24.8,49.0,,2.99,7.94,15.08,20.6,11.2,2405.87,8.06,80.39,1.25,,both,16.39,63.08,247.21,7.11,0.0,both,0.969843196967294,0.24372971360968387
MAR122015,CP,P5,LRB-AZ-1201,2015-03-18,0.13,1,13.98,24.8,50.02,,2.8,7.98,15.05,20.4,11.2,1344.48,9.49,94.8,0.68,,both,16.39,63.08,247.21,7.11,0.0,both,0.969843196967294,0.24372971360968387
MAR122015,CP,P6,LRB-AZ-1201,2015-03-18,0.09,1,13.98,24.9,48.28,,3.4,7.97,,,,1725.66,4.04,53.35,0.87,,both,16.39,63.08,247.21,7.11,0.0,both,0.969843196967294,0.24372971360968387
MAR122015,FA,P1,LRB-AZ-1201,2015-03-18,0.12,1,4.65,25.0,103.0,,,10.63,25.96,29.1,22.9,655.86,4.69,68.38,0.25,457.34,both,22.36,77.62,247.06,0.45,0.0,both,0.969843196967294,0.24372971360968387
MAR122015,FA,P2,LRB-AZ-1201,2015-03-18,0.19,1,4.65,25.0,28.0,,,7.63,22.91,29.6,18.3,735.52,12.7,148.4,0.4,,both,22.36,77.62,247.06,0.45,0.0,both,0.969843196967294,0.24372971360968387
MAR122015,FA,P3,LRB-AZ-1201,2015-03-18,0.21,1,4.65,25.0,25.8,,,7.86,23.64,29.5,18.9,736.01,9.26,110.16,0.4,,both,22.36,77.62,247.06,0.45,0.0,both,0.969843196967294,0.24372971360968387
MAR122015,FA,P4,LRB-AZ-1201,2015-03-18,0.2,1,4.65,25.0,31.3,,,7.94,23.58,29.1,19.0,737.33,11.08,131.04,0.4,,both,22.36,77.62,247.06,0.45,0.0,both,0.969843196967294,0.24372971360968387
MAR122015,FA,P5,LRB-AZ-1201,2015-03-18,0.21,1,4.65,25.0,33.5,,,7.63,22.91,29.6,18.3,735.52,12.7,148.4,0.4,,both,22.36,77.62,247.06,0.45,0.0,both,0.969843196967294,0.24372971360968387
MAR122015,FA,P6,LRB-AZ-1201,2015-03-18,0.22,1,4.65,25.0,30.7,,,7.96,,,,877.47,10.24,117.18,0.4,,both,22.36,77.62,247.06,0.45,0.0,both,0.969843196967294,0.24372971360968387
MAR122015,GT,P1,LRB-AZ-1201,2015-03-18,0.11,1,4.76,24.1,,,,7.79,17.13,20.9,13.7,1373.24,10.76,112.82,0.7,413.29,both,17.92,45.18,209.65,5.28,0.0,both,0.969843196967294,0.24372971360968387
MAR122015,GT,P2,LRB-AZ-1201,2015-03-18,0.14,1,4.76,24.8,,,,7.85,17.04,21.2,13.5,1241.29,11.04,115.48,0.6,,both,17.92,45.18,209.65,5.28,0.0,both,0.969843196967294,0.24372971360968387
MAR122015,GT,P3,LRB-AZ-1201,2015-03-18,0.12,1,4.76,24.8,,,,7.66,17.12,21.0,13.7,1590.15,10.86,113.69,0.8,,both,17.92,45.18,209.65,5.28,0.0,both,0.969843196967294,0.24372971360968387
MAR122015,GT,P4,LRB-AZ-1201,2015-03-18,0.13,1,4.76,24.8,,,,7.42,,,,1464.51,0.0,0.0,0.71,,both,17.92,45.18,209.65,5.28,0.0,both,0.969843196967294,0.24372971360968387
MAR122015,GT,P5,LRB-AZ-1201,2015-03-18,0.11,1,4.76,24.8,,,,7.6,,,,1517.14,24.12,185.16,0.76,,both,17.92,45.18,209.65,5.28,0.0,both,0.969843196967294,0.24372971360968387
MAR122015,GT,P6,LRB-AZ-1201,2015-03-18,0.14,1,4.76,24.8,,,,7.71,,,,1453.73,11.96,112.47,0.7,,both,17.92,45.18,209.65,5.28,0.0,both,0.969843196967294,0.24372971360968387
MAR122015,ASU,P1,LRB-AZ-1201,2015-03-20,0.32,1,7.73,24.75,43.27,,1.45,8.01,18.62,24.8,13.5,2276.99,11.32,123.42,1.2,,both,20.18,56.97,261.78,3.41,0.05,both,0.9776530844816641,0.2102247521189836
MAR122015,ASU,P2,LRB-AZ-1201,2015-03-20,0.2,1,7.73,24.75,50.23,,2.49,7.94,18.91,25.3,13.6,2268.02,10.86,119.15,1.2,,both,20.18,56.97,261.78,3.41,0.05,both,0.9776530844816641,0.2102247521189836
MAR122015,ASU,P3,LRB-AZ-1201,2015-03-20,0.22,1,7.73,24.75,47.83,,2.75,7.99,19.04,25.3,13.9,2286.19,11.5,126.53,1.2,,both,20.18,56.97,261.78,3.41,0.05,both,0.9776530844816641,0.2102247521189836
MAR122015,ASU,P4,LRB-AZ-1201,2015-03-20,0.32,1,7.73,24.75,40.77,,2.29,8.32,18.74,25.0,13.5,2304.65,10.25,111.96,1.2,,both,20.18,56.97,261.78,3.41,0.05,both,0.9776530844816641,0.2102247521189836
MAR122015,ASU,P5,LRB-AZ-1201,2015-03-20,0.32,1,7.73,24.75,41.6,,1.23,7.98,,,,2254.46,10.62,114.94,1.18,,both,20.18,56.97,261.78,3.41,0.05,both,0.9776530844816641,0.2102247521189836
MAR122015,ASU,P6,LRB-AZ-1201,2015-03-20,0.25,1,7.73,24.75,46.97,,1.89,7.93,18.76,25.1,13.5,2213.2,11.26,123.2,1.11,544.83,both,20.18,56.97,261.78,3.41,0.05,both,0.9776530844816641,0.2102247521189836
MAR122015,CP,P1,LRB-AZ-1201,2015-03-20,0.1,1,15.98,24.0,,,,2.31,16.45,25.9,6.2,1985.87,10.33,104.57,1.03,,both,16.22,69.83,253.35,3.84,0.0,both,0.9776530844816641,0.2102247521189836
MAR122015,CP,P2,LRB-AZ-1201,2015-03-20,0.1,1,15.98,24.0,,,,1.32,16.03,27.3,5.9,2183.14,10.51,106.32,1.1,0.0,both,16.22,69.83,253.35,3.84,0.0,both,0.9776530844816641,0.2102247521189836
MAR122015,CP,P3,LRB-AZ-1201,2015-03-20,0.12,1,15.98,23.7,,,,-0.02,16.03,27.3,5.9,2183.14,10.51,106.32,1.1,,both,16.22,69.83,253.35,3.84,0.0,both,0.9776530844816641,0.2102247521189836
MAR122015,CP,P4,LRB-AZ-1201,2015-03-20,0.1,1,15.98,23.6,,,,7.96,15.91,21.8,10.4,2452.59,9.22,93.61,1.28,,both,16.22,69.83,253.35,3.84,0.0,both,0.9776530844816641,0.2102247521189836
MAR122015,CP,P5,LRB-AZ-1201,2015-03-20,0.1,1,15.98,24.0,,,,7.98,15.81,21.7,10.3,998.49,9.71,98.56,0.5,,both,16.22,69.83,253.35,3.84,0.0,both,0.9776530844816641,0.2102247521189836
MAR122015,CP,P6,LRB-AZ-1201,2015-03-20,0.12,1,15.98,24.0,,,,7.95,,,,2303.14,6.69,72.58,1.19,,both,16.22,69.83,253.35,3.84,0.0,both,0.9776530844816641,0.2102247521189836
MAR122015,FA,P1,LRB-AZ-1201,2015-03-20,0.175,2,6.720000000000001,25.0,21.35,,,8.67,24.19,29.1,20.9,731.14,8.85,106.46,0.39,367.95,both,24.61,77.71,195.83,0.34,0.2,both,0.9776530844816641,0.2102247521189836
MAR122015,FA,P2,LRB-AZ-1201,2015-03-20,0.22,2,6.720000000000001,25.0,40.1,,,7.74,24.1,29.0,20.9,757.65,10.69,128.07,0.4,,both,24.61,77.71,195.83,0.34,0.2,both,0.9776530844816641,0.2102247521189836
MAR122015,FA,P3,LRB-AZ-1201,2015-03-20,0.21000000000000002,2,6.720000000000001,25.0,35.15,,,7.86,24.91,30.0,21.6,748.94,3.02,36.74,0.4,,both,24.61,77.71,195.83,0.34,0.2,both,0.9776530844816641,0.2102247521189836
MAR122015,FA,P4,LRB-AZ-1201,2015-03-20,0.225,2,6.720000000000001,25.0,45.9,,,7.93,24.96,29.9,21.7,733.72,8.58,104.32,0.4,,both,24.61,77.71,195.83,0.34,0.2,both,0.9776530844816641,0.2102247521189836
MAR122015,FA,P5,LRB-AZ-1201,2015-03-20,0.20500000000000002,2,6.720000000000001,25.0,36.45,,,7.74,24.1,29.0,20.9,757.65,10.69,128.07,0.4,,both,24.61,77.71,195.83,0.34,0.2,both,0.9776530844816641,0.2102247521189836
MAR122015,FA,P6,LRB-AZ-1201,2015-03-20,0.25,2,6.720000000000001,25.0,66.0,,,7.92,,,,881.96,9.03,105.9,0.4,,both,24.61,77.71,195.83,0.34,0.2,both,0.9776530844816641,0.2102247521189836
MAR122015,GT,P1,LRB-AZ-1201,2015-03-20,0.15,1,6.76,26.0,,,,7.86,12.73,17.7,9.1,1308.92,11.21,106.61,0.7,255.8,both,12.35,93.08,122.64,5.13,0.03,both,0.9776530844816641,0.2102247521189836
MAR122015,GT,P2,LRB-AZ-1201,2015-03-20,0.19,1,6.76,25.0,,,,7.91,12.63,17.7,8.9,1180.97,11.48,108.75,0.6,,both,12.35,93.08,122.64,5.13,0.03,both,0.9776530844816641,0.2102247521189836
MAR122015,GT,P3,LRB-AZ-1201,2015-03-20,0.17,1,6.76,26.0,,,,7.73,12.56,17.6,9.0,1535.03,11.3,107.0,0.8,,both,12.35,93.08,122.64,5.13,0.03,both,0.9776530844816641,0.2102247521189836
MAR122015,GT,P4,LRB-AZ-1201,2015-03-20,0.14,1,6.76,25.0,,,,7.51,,,,1118.52,0.0,0.0,0.7,,both,12.35,93.08,122.64,5.13,0.03,both,0.9776530844816641,0.2102247521189836
MAR122015,GT,P5,LRB-AZ-1201,2015-03-20,0.17,1,6.76,25.0,,,,7.46,,,,1294.1,19.06,146.08,0.64,,both,12.35,93.08,122.64,5.13,0.03,both,0.9776530844816641,0.2102247521189836
MAR122015,GT,P6,LRB-AZ-1201,2015-03-20,0.18,1,6.76,26.0,,,,7.95,,,,1422.09,13.18,110.76,0.7,,both,12.35,93.08,122.64,5.13,0.03,both,0.9776530844816641,0.2102247521189836
MAR122015,ASU,P1,LRB-AZ-1201,2015-03-21,0.36,1,8.72,24.5,41.23,,1.09,8.68,18.85,24.7,13.5,2282.65,10.22,110.99,1.2,,both,21.11,43.14,268.47,2.69,0.0,both,0.981124629771712,0.19337647441020586
MAR122015,ASU,P2,LRB-AZ-1201,2015-03-21,0.23,1,8.72,24.5,48.27,,2.2,8.76,19.21,25.3,13.6,2276.82,9.6,105.16,1.2,,both,21.11,43.14,268.47,2.69,0.0,both,0.981124629771712,0.19337647441020586
MAR122015,ASU,P3,LRB-AZ-1201,2015-03-21,0.26,1,8.72,24.5,44.6,,2.5,8.0,19.3,25.1,13.9,2311.96,11.27,124.36,1.2,,both,21.11,43.14,268.47,2.69,0.0,both,0.981124629771712,0.19337647441020586
MAR122015,ASU,P4,LRB-AZ-1201,2015-03-21,0.34,1,8.72,24.5,37.6,,1.82,8.98,18.98,24.9,13.5,2285.67,9.35,101.84,1.2,,both,21.11,43.14,268.47,2.69,0.0,both,0.981124629771712,0.19337647441020586
MAR122015,ASU,P5,LRB-AZ-1201,2015-03-21,0.34,1,8.72,24.5,35.63,,0.81,8.52,,,,2207.71,9.2,99.03,1.13,,both,21.11,43.14,268.47,2.69,0.0,both,0.981124629771712,0.19337647441020586
MAR122015,ASU,P6,LRB-AZ-1201,2015-03-21,0.29,1,8.72,24.5,44.8,,1.56,8.63,19.02,25.1,13.5,2235.01,9.24,100.59,1.16,549.97,both,21.11,43.14,268.47,2.69,0.0,both,0.981124629771712,0.19337647441020586
MAR122015,ASU,P1,LRB-AZ-1201,2015-03-23,0.305,2,10.84,23.5,40.57,,1.48,7.95,18.21,24.8,11.9,2164.71,10.93,118.25,1.1,,both,21.51,30.26,277.52,4.14,0.0,both,0.9871957872910085,0.15951325197263655
